"row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000087074",111516.520216574,15.7801836173501,0.423512648368599,37.2602416436356,7.23280838933933e-304,1.09548115864933e-299
"ENSG00000164347",110686.260093502,16.0418771028608,0.453467362127334,35.3760346226555,3.98995215259095e-274,3.02159076515713e-270
"ENSG00000251271",110318.241046501,16.1555453342437,0.467844012447045,34.5319057301654,2.6642981989376e-261,1.34511535070363e-257
"ENSG00000224548",111012.415601494,16.4044088753855,0.498171453875951,32.9292430301925,8.38677694872612e-238,3.17565309163515e-234
"ENSG00000279765",110658.876743129,16.3945843298576,0.499316141429968,32.8340763887703,1.92247249440032e-236,5.82355368003744e-233
"ENSG00000112210",110490.111336234,16.5268348188767,0.51512792989223,32.0829717432217,7.61871059544211e-226,1.92321651130944e-222
