label,count,mean,std,min,25%,50%,75%,max
case,228669.0,1.8704449514600971,0.8819439067067304,-1.0204526660818676,1.2518272064612772,1.8047059357836468,2.4206067549189925,7.19203645909724
control,268879.0,0.07619660017225661,0.9107442949465433,-5.759396830709245,-0.4948553239317811,0.14686450061979794,0.7180853735044291,3.42587331787987
